12
12
12
12
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	2h6min4s	16s	0	89807	11	89796	10193	166	0	65	166	0	100	0	1000	8	0	4	261	0,65000	0,00000	1,00000	0,00012	0,00000	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	3h6min4s	23s	1	10193	0	10193	89807	100	48	100	100	17	100	17	1000	2	1	4	400	1,00000	0,32432	0,83000	0,00000	0,01700	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	4h6min4s	28s	2	89807	14	89793	10193	174	6	66	191	0	100	17	1000	7	0	4	265	0,66000	0,03333	1,00000	0,00016	0,01700	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	5h6min4s	35s	3	10193	0	10193	89807	100	58	100	100	10	100	27	1000	2	1	4	400	1,00000	0,36709	0,90000	0,00000	0,02700	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	6h6min4s	41s	4	89807	11	89796	10193	176	0	67	186	0	100	27	1000	7	0	4	271	0,67000	0,00000	1,00000	0,00012	0,02700	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	7h6min4s	48s	5	10193	0	10193	89807	100	84	100	100	11	100	38	1000	2	1	4	400	1,00000	0,45652	0,89000	0,00000	0,03800	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	8h6min4s	53s	6	89807	20	89787	10193	171	0	75	182	0	100	38	1000	7	0	4	301	0,75000	0,00000	1,00000	0,00022	0,03800	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	9h6min4s	1min0s	7	10193	0	10193	89807	100	49	100	100	14	100	52	1000	2	1	4	400	1,00000	0,32886	0,86000	0,00000	0,05200	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	10h6min4s	1min5s	8	89807	32	89775	10193	189	10	78	203	0	100	52	1000	6	0	4	313	0,78000	0,05025	1,00000	0,00036	0,05200	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	11h6min4s	1min12s	9	10193	0	10193	89807	100	72	100	100	18	100	70	1000	2	1	4	400	1,00000	0,41860	0,82000	0,00000	0,07000	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	12h6min4s	1min18s	10	89807	20	89787	10193	179	3	72	197	0	100	70	1000	7	0	4	291	0,72000	0,01648	1,00000	0,00022	0,07000	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	13h6min4s	1min24s	11	10193	0	10193	89807	100	57	100	100	13	100	83	1000	2	1	4	400	1,00000	0,36306	0,87000	0,00000	0,08300	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	14h6min4s	1min30s	12	89807	10	89797	10193	174	14	68	187	0	100	83	1000	7	0	4	274	0,68000	0,07447	1,00000	0,00011	0,08300	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	15h6min4s	1min37s	13	10193	0	10193	89807	100	62	100	100	16	100	99	1000	2	1	4	400	1,00000	0,38272	0,84000	0,00000	0,09900	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	16h6min4s	1min43s	14	89807	16	89791	10193	191	2	69	207	0	100	99	1000	7	0	4	279	0,69000	0,01036	1,00000	0,00018	0,09900	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	17h6min4s	1min49s	15	10193	0	10193	89807	100	84	100	100	13	100	112	1000	2	1	4	400	1,00000	0,45652	0,87000	0,00000	0,11200	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	18h6min4s	1min55s	16	89807	12	89795	10193	178	0	71	191	0	100	112	1000	7	0	4	284	0,71000	0,00000	1,00000	0,00013	0,11200	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	19h6min4s	2min2s	17	10193	0	10193	89807	100	71	100	100	16	100	128	1000	2	1	4	400	1,00000	0,41520	0,84000	0,00000	0,12800	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	20h6min4s	2min7s	18	89807	16	89791	10193	182	7	72	198	0	100	128	1000	7	0	4	288	0,72000	0,03704	1,00000	0,00018	0,12800	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	21h6min4s	2min13s	19	10193	0	10193	89807	100	62	100	100	19	100	147	1000	2	1	4	400	1,00000	0,38272	0,81000	0,00000	0,14700	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	22h6min4s	2min19s	20	89807	17	89790	10193	185	3	78	204	0	100	147	1000	6	0	4	312	0,78000	0,01596	1,00000	0,00019	0,14700	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	23h6min4s	2min26s	21	10193	0	10193	89807	100	37	100	100	12	100	159	1000	2	1	4	400	1,00000	0,27007	0,88000	0,00000	0,15900	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	1d0h6min4s	2min31s	22	89807	6	89801	10193	179	6	71	191	0	100	159	1000	7	0	4	284	0,71000	0,03243	1,00000	0,00007	0,15900	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	1d1h6min4s	2min38s	23	10193	0	10193	89807	100	44	100	100	17	100	176	1000	2	1	4	400	1,00000	0,30556	0,83000	0,00000	0,17600	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	1d2h6min4s	2min44s	24	89807	20	89787	10193	177	0	69	194	0	100	176	1000	7	0	4	279	0,69000	0,00000	1,00000	0,00022	0,17600	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	1d3h6min4s	2min50s	25	10193	0	10193	89807	100	39	100	100	13	100	189	1000	2	1	4	400	1,00000	0,28058	0,87000	0,00000	0,18900	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	1d4h6min4s	2min56s	26	89807	23	89784	10193	179	4	73	192	0	100	189	1000	7	0	4	294	0,73000	0,02186	1,00000	0,00026	0,18900	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	1d5h6min4s	3min2s	27	10193	0	10193	89807	100	86	100	100	13	100	202	1000	2	1	4	400	1,00000	0,46237	0,87000	0,00000	0,20200	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	1d6h6min4s	3min8s	28	89807	20	89787	10193	195	1	71	208	0	100	202	1000	7	0	4	285	0,71000	0,00510	1,00000	0,00022	0,20200	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	1d7h6min4s	3min15s	29	10193	0	10193	89807	100	82	100	100	13	100	215	1000	2	1	4	400	1,00000	0,45055	0,87000	0,00000	0,21500	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	1d8h6min4s	3min20s	30	89807	19	89788	10193	176	4	72	189	0	100	215	1000	7	0	4	291	0,72000	0,02222	1,00000	0,00021	0,21500	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	1d9h6min4s	3min27s	31	10193	0	10193	89807	100	54	100	100	13	100	228	1000	2	1	4	400	1,00000	0,35065	0,87000	0,00000	0,22800	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	1d10h6min4s	3min32s	32	89807	17	89790	10193	175	2	74	188	0	100	228	1000	7	0	4	299	0,74000	0,01130	1,00000	0,00019	0,22800	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	1d11h6min4s	3min39s	33	10193	0	10193	89807	100	80	100	100	13	100	241	1000	2	1	4	400	1,00000	0,44444	0,87000	0,00000	0,24100	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	1d12h6min4s	3min45s	34	89807	18	89789	10193	175	0	66	188	0	100	241	1000	7	0	4	264	0,66000	0,00000	1,00000	0,00020	0,24100	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	1d13h6min4s	3min51s	35	10193	0	10193	89807	100	93	100	100	13	100	254	1000	2	1	4	400	1,00000	0,48187	0,87000	0,00000	0,25400	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	1d14h6min4s	3min57s	36	89807	21	89786	10193	169	4	74	182	0	100	254	1000	7	0	4	297	0,74000	0,02312	1,00000	0,00023	0,25400	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	1d15h6min4s	4min3s	37	10193	0	10193	89807	100	76	100	100	14	100	268	1000	2	1	4	400	1,00000	0,43182	0,86000	0,00000	0,26800	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	1d16h6min4s	4min9s	38	89807	18	89789	10193	174	1	69	188	0	100	268	1000	7	0	4	279	0,69000	0,00571	1,00000	0,00020	0,26800	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	1d17h6min4s	4min15s	39	10193	0	10193	89807	100	60	100	100	10	100	278	1000	2	1	4	400	1,00000	0,37500	0,90000	0,00000	0,27800	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	1d18h6min4s	4min21s	40	89807	10	89797	10193	184	2	74	194	0	100	278	1000	7	0	4	298	0,74000	0,01075	1,00000	0,00011	0,27800	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	1d19h6min4s	4min28s	41	10193	0	10193	89807	100	50	100	100	13	100	291	1000	2	1	4	400	1,00000	0,33333	0,87000	0,00000	0,29100	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	1d20h6min4s	4min33s	42	89807	18	89789	10193	188	0	71	201	0	100	291	1000	7	0	4	285	0,71000	0,00000	1,00000	0,00020	0,29100	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	1d21h6min4s	4min40s	43	10193	0	10193	89807	100	67	100	100	21	100	312	1000	2	1	4	400	1,00000	0,40120	0,79000	0,00000	0,31200	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	1d22h6min4s	4min45s	44	89807	19	89788	10193	176	0	71	197	0	100	312	1000	7	0	4	286	0,71000	0,00000	1,00000	0,00021	0,31200	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,10193	100%	0	1	1d23h6min4s	4min52s	45	10193	0	10193	89807	100	77	100	100	15	100	327	1000	2	1	4	400	1,00000	0,43503	0,85000	0,00000	0,32700	
12	Reactive	Informative	Tempestive	100000	500KiB	100%	0,89807	100%	0	1	2d0h6min4s	4min57s	46	89807	15	89792	10193	182	3	75	197	0	100	327	1000	7	0	4	301	0,75000	0,01622	1,00000	0,00017	0,32700	
