50
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
6min	200	2000
